 #    ,PC Name,No,Type,State,Winning Candidate,Party,,,,,,,Turnout,,Margin %,,Criminal Case,Education,,,
['2', 'Adoor', '17', 'GEN', 'Kerala', 'Chengara Surendran', 'Communist Party Of India', '9,60,122', '6,82,227', '71.10%',534', '8.00%', ['109', '0', 'Graduate',,,
['289', 'Khunti', '11', 'ST', 'Jharkhand', 'Sushila Kerketta', 'Indian National Congress', '9,4,846', '4,90,772', '54.20%',226', '10.40%', ['472', '0', 'Post Graduate',,,
['290', 'Khurja', '73', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Ashok Kumar Pradhan', 'Bharatiya Janta Party', '14,57,828', '6,1,160', '41.20%',150', '6.80%', ['47', '0', 'Others',,,
['291', 'Kishanganj', '23', 'SC', 'Bihar [2000 Onwards]', 'Taslimuddin', 'Rashtriya Janata Dal', '12,78,476', '8,13,315', '63.60%',60,497', '19.70%', 'RJD', '9',,,
['292', 'Kodarma', '5', 'GEN', 'Jharkhand', 'Babulal Marandi', 'Bharatiya Janta Party', '13,25,734', '8,25,697', '62.30%',54,944', '18.80%', 'BJP', '0',,,
['293', 'Kokrajhar', '5', 'ST', 'Assam', 'Sansuma Khunggur Bwiswmuthiary', 'Independent', '12,16,553', '9,66,915', '79.50%',84,129', '50.10%', 'IND', '0',,,
['295', 'Kolar', '10', 'GEN', 'Karnataka', 'K.H. Muniyappa', 'Indian National Congress', '12,62,765', '9,7,296', '71.90%',635', '1.30%', ['206', '0', 'Graduate',,,
['296', 'Kolhapur', '48', 'GEN', 'Maharashtra', 'Mandlik Sadashivrao Dadoba', 'Nationalist Congress Party', '11,62,212', '8,11,534', '69.80%',753', '1.80%', ['271', '2', 'Graduate',,,
['297', 'Kopargaon', '40', 'GEN', 'Maharashtra', 'E. V. Alias Balasaheb Vikhe Patil', 'Indian National Congress', '10,77,519', '6,66,950', '61.90%',331', '13.10%', ['154', '0', '10th Pass',,,
['298', 'Koppal', '4', 'SC', 'Karnataka', 'K. Virupaxappa', 'Indian National Congress', '14,13,496', '8,92,586', '63.20%',623', '4.90%', ['205', '0', '10th Pass',,,
['299', 'Koraput', '12', 'ST', 'Orissa', 'Giridhar Gamang', 'Indian National Congress', '11,39,590', '7,35,544', '64.50%',267', '5.90%', ['172', '0', 'Graduate',,,
['300', 'Kota', '14', 'GEN', 'Rajasthan', 'Raghuveer Singh Koshal', 'Bharatiya Janta Party', '13,27,073', '5,78,740', '43.60%',778', '12.40%', ['369', '0', 'Graduate Professional',,,
['301', 'Kottayam', '13', 'GEN', 'Kerala', 'K. Suresh Kurup', 'Communist Party Of India (MARXIST)', '9,63,886', '7,3,486', '73.00%',914', '6.10%', ['204', '0', 'Graduate Professional',,,
['302', 'Krishnagar', '11', 'GEN', 'West Bengal', 'Jyotirmoyee Sikdar', 'Communist Party Of India (MARXIST)', '11,17,441', '9,24,304', '82.70%',387', '2.20%', ['200', '0', '12th Pass',,,
['303', 'Krishnagiri', '14', 'GEN', 'Tamil Nadu', 'Sugavanam. E. G', 'Dravida Munetra Kazhagam', '12,52,580', '7,37,744', '58.90%',19,222', '16.20%', 'DMK', '1',,,
['304', 'Kurnool', '26', 'GEN', 'Andhra Pradesh', 'Kotla Jayasurya Prakasha Reddy', 'Indian National Congress', '13,10,724', '8,18,316', '62.40%',1,098', '12.40%', 'INC', '0',,,
['305', 'Kurukshetra', '2', 'GEN', 'Haryana', 'Naveen Jindal', 'Indian National Congress', '11,61,933', '8,50,680', '73.20%',60,190', '18.80%', 'INC', '0',,,
['306', 'Kutch', '1', 'SC', 'Gujarat', 'Gadhavi Pushpadan Shambhudan', 'Bharatiya Janta Party', '10,6,563', '4,58,980', '45.60%',990', '6.30%', ['164', '0', 'Graduate Professional',,,
['307', 'Ladakh', '4', 'GEN', 'Jammu & Kashmir', 'Thupstan Chhewang', 'Independent', '1,75,768', '1,27,813', '72.70%',713', '20.10%', ['485', '0', 'Graduate Professional',,,
['308', 'Lakhimpur', '14', 'GEN', 'Assam', 'Dr. Arun Kumar Sarmah', 'Asom Gana Parisad', '11,26,632', '8,0,101', '71.00%',148', '3.50%', ['138', '0', 'Not Given',,,
['309', 'Lakshadweep', '1', 'ST', 'Lakshadweep', 'Dr. P. Pookunhikoya', 'Janata Dal (United)', '39,033', '31,820', '81.50%', '71', '0.20%', 'DR. P. POOKUNHIKOYA', 'Lakshadweep', 'JD(U)',45,099',,,
['310', 'Lalganj', '42', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Daroga Prasad Saroj', 'Samajwadi Party', '15,58,349', '7,63,526', '49.00%',731', '5.60%', ['121', '1', 'Graduate',,,
['311', 'Latur', '35', 'GEN', 'Maharashtra', 'Patil Rupatai Diliprao Nilangekar', 'Bharatiya Janta Party', '12,93,202', '8,20,746', '63.50%',891', '3.80%', ['338', '0', '10th Pass',,,
['312', 'Lohardaga', '12', 'ST', 'Jharkhand', 'Rameshwar Oraon', 'Indian National Congress', '9,6,666', '4,67,336', '51.50%',255', '19.30%', ['390', '0', 'Doctorate',,,
['313', 'Lucknow', '16', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Atal Bihari Vajpayee', 'Bharatiya Janta Party', '16,39,922', '5,78,501', '35.30%',18,375', '37.70%', 'BJP', '0',,,
['314', 'Ludhiana', '9', 'SC', 'Punjab', 'Sharanjit Singh Dhillon', 'Shiromani Akali Dal', '15,60,468', '8,69,922', '55.80%',540', '3.40%', ['431', '1', 'Graduate Professional',,,
['315', 'Machhlishahr', '43', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Umakant Yadav', 'Bahujan Samaj Party', '14,74,056', '6,76,977', '45.90%',382', '8.20%', ['489', '8', 'Post Graduate',,,
['316', 'Machilipatnam', '12', 'GEN', 'Andhra Pradesh', 'Badiga Ramakrishna', 'Indian National Congress', '9,93,370', '7,52,413', '75.70%',341', '6.70%', ['59', '0', '12th Pass',,,
['317', 'Madhepura', '21', 'SC', 'Bihar [2000 Onwards]', 'Lalu Prasad', 'Rashtriya Janata Dal', '11,87,490', '6,95,657', '58.60%',987', '10.10%', ['252', '7', 'Graduate Professional',,,
['318', 'Madhubani', '13', 'GEN', 'Bihar [2000 Onwards]', 'Dr. Shakeel Ahmad', 'Indian National Congress', '12,57,633', '6,95,136', '55.30%',079', '12.50%', ['150', '0', 'Graduate Professional',,,
['319', 'Madras Central', '2', 'GEN', 'Tamil Nadu', 'Dayanidhi Maran', 'Dravida Munetra Kazhagam', '10,45,260', '5,12,784', '49.10%',34,178', '26.20%', 'DMK', '0',,,
['320', 'Madras North', '1', 'SC', 'Tamil Nadu', 'Kuppusami. C', 'Dravida Munetra Kazhagam', '20,0,866', '9,15,786', '45.80%',53,539', '27.70%', 'DMK', '1',,,
['321', 'Madras South', '3', 'GEN', 'Tamil Nadu', 'Baalu, T. R.', 'Dravida Munetra Kazhagam', '19,49,904', '9,34,936', '2,20,740', T. R.', 'Madras South',,,
['325', 'Maharajganj', '6', 'GEN', 'Bihar [2000 Onwards]', 'Prabhunath Singh', 'Janata Dal (United)', '11,14,665', '6,64,381', '59.60%',465', '7.00%', ['347', '11', '12th Pass',,,
['326', 'Mahasamund', '7', 'GEN', 'Chhattisgarh', 'Ajit Jogi', 'Indian National Congress', '11,69,419', '7,70,599', '65.90%',18,505', '15.40%', 'INC', '2',,,
['327', 'Mahendragarh', '7', 'GEN', 'Haryana', 'Inderjit Singh', 'Indian National Congress', '14,29,015', '8,48,852', '59.40%',10,341', '24.80%', 'INC', '0',,,
['328', 'Mainpuri', '65', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Mulayam Singh Yadav', 'Samajwadi Party', '12,11,002', '7,19,797', '59.40%',37,870', '46.90%', 'SP', '2',,,
['329', 'Malda', '7', 'GEN', 'West Bengal', 'A. B. A. Ghani Khan Choudhury', 'Indian National Congress', '10,88,411', '8,44,032', '77.60%',11,108', '13.20%', 'INC', '1',,,
['330', 'Malegaon', '13', 'GEN', 'Maharashtra', 'Harischandra Devram Chavan', 'Bharatiya Janta Party', '12,22,363', '5,90,436', '48.30%',528', '0.80%', ['182', '0', 'Graduate',,,
['331', 'Mandi', '2', 'GEN', 'Himachal Pradesh', 'Pratibha Singh', 'Indian National Congress', '10,65,083', '6,65,196', '62.50%',566', '10.00%', ['355', '0', 'Graduate',,,
['332', 'Mandla', '13', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Faggan Singh Kulaste', 'Bharatiya Janta Party', '10,95,134', '5,88,178', '53.70%',897', '11.00%', ['157', '0', 'Post Graduate',,,
['333', 'Mandsaur', '29', 'ST', 'Madhya Pradesh [2000 Onwards]', 'Dr Laxminarayan Pandeya', 'Bharatiya Janta Party', '13,73,890', '7,76,188', '56.50%',39,633', '18.00%', 'BJP', '0',,,
['334', 'Mandvi', '25', 'GEN', 'Gujarat', 'Chaudhary Tusharbhai Amarsinhbhai', 'Indian National Congress', '11,49,161', '6,44,719', '56.10%',73,382', '26.90%', 'INC', '0',,,
['335', 'Mandya', '14', 'GEN', 'Karnataka', 'Ambareesh M. H.', 'Indian National Congress', '11,98,750', '8,56,067', '71.40%',24,438', '14.50%', 'INC', '0',,,
['336', 'Mangaldoi', '8', 'GEN', 'Assam', 'Narayan Chandra Borkataky', 'Bharatiya Janta Party', '12,9,839', '8,48,741', '70.20%',866', '3.50%', ['309', '0', 'Graduate',,,
['337', 'Mangalore', '17', 'GEN', 'Karnataka', 'D. V. Sadananda Gowda', 'Bharatiya Janta Party', '11,1,484', '7,90,204', '71.70%',415', '4.20%', ['115', '0', 'Graduate Professional',,,
['338', 'Manjeri', '5', 'GEN', 'Kerala', 'T. K. Hamza', 'Communist Party Of India (MARXIST)', '12,62,202', '9,4,535', '71.70%',743', '5.30%', ['475', '0', 'Graduate Professional',,,
['339', 'Mathura', '70', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Manvendra Singh', 'Indian National Congress', '12,77,346', '6,1,855', '47.10%',132', '6.30%', ['279', '0', 'Post Graduate',,,
['340', 'Mathurapur', '16', 'GEN', 'West Bengal', 'Basudeb Barman', 'Communist Party Of India (MARXIST)', '11,13,351', '9,5,415', '81.30%',028', '9.10%', ['67', '0', 'Post Graduate',,,
['341', 'Mavelikara', '16', 'SC', 'Kerala', 'C. S. Sujatha', 'Communist Party Of India (MARXIST)', '8,71,592', '6,42,816', '73.80%',414', '1.20%', ['89', '4', 'Graduate Professional',,,
['342', 'Mayiladuturai', '29', 'SC', 'Tamil Nadu', 'Mani Shankar Aiyar', 'Indian National Congress', '10,22,018', '6,93,551', '67.90%',95,691', '28.20%', 'INC', '0',,,
['343', 'Mayurbhanj', '1', 'GEN', 'Orissa', 'Sudam Marndi', 'Jharkhand Mukti Morcha', '9,90,544', '6,95,815', '70.30%',972', '1.10%', ['453', '4', '12th Pass',,,
['344', 'Medak', '33', 'GEN', 'Andhra Pradesh', 'A. Narendra', 'Telangana Rashtra Samithi', '12,59,126', '8,99,374', '71.40%',23,766', '13.80%', 'TRS', '0',,,
['345', 'Meerut', '76', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Mohd. Shahid', 'Bahujan Samaj Party', '13,29,974', '6,97,471', '52.40%',336', '9.90%', ['295', '0', '5th Pass',,,
['346', 'Mehsana', '12', 'GEN', 'Gujarat', 'Jivabhai Ambalal Patel', 'Indian National Congress', '12,36,066', '6,95,357', '56.30%',511', '2.10%', ['196', '0', '10th Pass',,,
['347', 'Midnapore', '32', 'GEN', 'West Bengal', 'Prabodh Panda', 'Communist Party Of India', '11,52,887', '9,5,208', '78.50%',60,760', '17.80%', 'CPI', '0',,,
['348', 'Miryalguda', '42', 'GEN', 'Andhra Pradesh', 'Jaipal Reddy Sudini', 'Indian National Congress', '12,89,342', '9,61,408', '74.60%',16,907', '22.60%', 'INC', '0',,,
['349', 'Mirzapur', '50', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Narendra Kumar Kushwaha', 'Bahujan Samaj Party', '16,30,287', '7,28,003', '44.70%',412', '5.00%', ['310', '0', '12th Pass',,,
['350', 'Misrikh', '14', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Ashok Kumar Rawat', 'Bahujan Samaj Party', '12,34,107', '5,51,699', '44.70%',403', '3.50%', ['48', '0', 'Post Graduate',,,
['351', 'Mizoram', '1', 'ST', 'Mizoram', 'Vanlalzawma', 'Mizo National Front', '5,49,959', '3,45,372', '62.80%',694', '6.90%', ['492', '0', 'Post Graduate',,,
['352', 'Mohanlalganj', '17', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Jai Prakash', 'Samajwadi Party', '12,78,376', '5,71,848', '44.70%',568', '0.40%', ['190', '0', 'Graduate',,,
['353', 'Monghyr', '29', 'GEN', 'Bihar [2000 Onwards]', 'Jay Prakash Narayan Yadav', 'Rashtriya Janata Dal', '13,10,042', '8,38,209', '64.00%',15,927', '13.80%', 'RJD', '1',,,
['354', 'Moradabad', '3', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Dr. Shafiqurrahman Barq', 'Samajwadi Party', '13,53,266', '6,55,173', '48.40%',840', '5.50%', ['149', '0', 'Graduate',,,
['355', 'Morena', '1', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Ashok Chhaviram Argal', 'Bharatiya Janta Party', '14,34,889', '4,86,871', '33.90%',47,320', '30.30%', 'BJP', '2',,,
['356', 'Mormugao', '2', 'GEN', 'Goa', 'Alemao Churchil Braz', 'Indian National Congress', '5,15,504', '2,97,186', '57.70%',524', '17.00%', ['25', '1', '12th Pass',,,
['357', 'Motihari', '3', 'GEN', 'Bihar [2000 Onwards]', 'Akhiles Prasad Singh', 'Rashtriya Janata Dal', '12,21,716', '6,79,070', '55.60%',024', '14.30%', ['21', '0', 'Post Graduate',,,
['358', 'Mukundapuram', '10', 'GEN', 'Kerala', 'Lonappan Nambadan', 'Communist Party Of India (MARXIST)', '10,24,150', '7,21,958', '70.50%',17,097', '16.20%', 'CPM', '0',,,
['359', 'Mumbai North', '9', 'SC', 'Maharashtra', 'Govinda', 'Indian National Congress', '23,77,866', '11,19,246', '47.10%',271', '4.30%', ['174', '1', 'Graduate',,,
['360', 'Mumbai North Central', '6', 'GEN', 'Maharashtra', 'Eknath M. Gaikwad', 'Indian National Congress', '11,17,487', '5,14,561', '46.10%',329', '2.60%', ['155', '0', '10th Pass',,,
['364', 'Mumbai South Central', '5', 'GEN', 'Maharashtra', 'Mohan Rawale', 'Shiv Sena', '7,4,452', '3,47,937', '49.40%',188', '6.40%', ['292', '4', '10th Pass',,,
['366', 'Muvattupuzha', '12', 'GEN', 'Kerala', 'P. C. Thomas (PULLOLIL)', 'Indian Federal Democratic Party', '9,84,053', '7,44,192', '75.60%', '0.10%', ['322', 'P. C. THOMAS (PULLOLIL)', 'Graduate Professional', 'RsÂ\xa063,,,
['367', 'Muzaffarnagar', '78', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Ch. Munawwar Hasan', 'Samajwadi Party', '15,21,778', '8,62,387', '56.70%',005', '8.00%', ['91', '1', '10th Pass',,,
['368', 'Muzaffarpur', '10', 'GEN', 'Bihar [2000 Onwards]', 'George Fernandes', 'Janata Dal (United)', '12,37,345', '7,83,974', '63.40%',693', '1.20%', ['170', '0', 'Others',,,
['369', 'Mysore', '16', 'GEN', 'Karnataka', 'C. H. Vijayashankar', 'Bharatiya Janta Party', '14,78,718', '9,57,108', '64.70%',150', '1.10%', ['87', '0', 'Graduate Professional',,,
['370', 'Nabadwip', '12', 'GEN', 'West Bengal', 'Alakesh Das', 'Communist Party Of India (MARXIST)', '13,89,486', '11,71,667', '84.30%',991', '0.90%', ['24', '0', 'Post Graduate',,,
['371', 'Nagaland', '1', 'ST', 'Nagaland', 'W. Wangyuh', 'Nagaland Peoples Front', '10,41,433', '9,51,684', '91.40%',52,019', '47.50%', 'NPF', '0',,,
['372', 'Nagapattinam', '30', 'GEN', 'Tamil Nadu', 'Vijayan, A. K. S.', 'Dravida Munetra Kazhagam', '10,49,004', '7,49,483', '2,16,223', A. K. S.', 'Nagapattinam',614']],,
['373', 'Nagarkurnool', '28', 'SC', 'Andhra Pradesh', 'Dr.Manda Jagannath', 'Telugu Desam', '12,96,544', '8,82,624', '68.10%',650', '11.30%', ['152', '0', 'Post Graduate',,,
['374', 'Nagaur', '25', 'GEN', 'Rajasthan', 'Bhanwar Singh Dangawas', 'Bharatiya Janta Party', '14,36,070', '6,30,118', '43.90%',627', '11.20%', ['72', '0', '12th Pass',,,
['375', 'Nagercoil', '39', 'GEN', 'Tamil Nadu', 'Bellarmin. A. V.', 'Communist Party Of India (MARXIST)', '11,10,014', '6,70,197', '60.40%',64,294', '24.50%', 'CPM', '0',,,
['377', 'Nainital', '4', 'GEN', 'Uttarakhand', 'K. C. Singh Baba', 'Indian National Congress', '12,61,688', '6,16,560', '48.90%',184', '8.00%', ['201', '0', '12th Pass',,,
['378', 'Nalanda', '31', 'GEN', 'Bihar [2000 Onwards]', 'Nitish Kumar', 'Janata Dal (United)', '13,11,971', '8,95,089', '68.20%',2,396', '11.40%', 'JD(U)', '0',,,
['379', 'Nalgonda', '41', 'GEN', 'Andhra Pradesh', 'Suravaram Sudhakar Reddy', 'Communist Party Of India', '16,5,163', '10,46,908', '65.20%',151', '5.40%', ['466', '1', 'Graduate Professional',,,
['382', 'Nandyal', '27', 'GEN', 'Andhra Pradesh', 'S. P. Y. Reddy', 'Indian National Congress', '11,82,240', '8,28,724', '70.10%',11,679', '13.50%', 'INC', '0',000']],,
['384', 'Narasaraopet', '17', 'GEN', 'Andhra Pradesh', 'Mekapati Rajamohan Reddy', 'Indian National Congress', '12,55,040', '8,97,889', '71.50%',255', '9.60%', ['286', '0', 'Graduate Professional',,,
['385', 'Nashik', '12', 'ST', 'Maharashtra', 'Pingale Devidas Anandrao', 'Nationalist Congress Party', '15,22,672', '6,56,071', '43.10%',058', '2.30%', ['344', '1', '10th Pass',,,
['386', 'Nawada', '39', 'GEN', 'Bihar [2000 Onwards]', 'Virchandra Paswan', 'Rashtriya Janata Dal', '15,5,472', '10,9,961', '67.10%',006', '5.50%', ['505', '0', 'Post Graduate',,,
['387', 'Nellore', '19', 'SC', 'Andhra Pradesh', 'Panabaka Lakshmi', 'Indian National Congress', '11,53,181', '8,33,825', '72.30%',28,224', '15.40%', 'INC', '0',,,
['388', 'New Delhi', '1', 'GEN', 'Delhi [1977 Onwards]', 'Ajay Makan', 'Indian National Congress', '4,55,114', '2,2,926', '44.60%',784', '6.30%', ['17', '1', 'Post Graduate',,,
['389', 'Nilgiris', '18', 'GEN', 'Tamil Nadu', 'Prabhu R.', 'Indian National Congress', '13,17,502', '7,78,708', '59.10%',36,502', '30.40%', 'INC', '0',,,
['391', 'Nowgong', '10', 'GEN', 'Assam', 'Rajen Gohain', 'Bharatiya Janta Party', '11,49,244', '7,85,885', '68.40%',412', '4.00%', ['374', '0', 'Graduate Professional',,,
['392', 'Nowrangpur', '13', 'GEN', 'Orissa', 'Parsuram Majhi', 'Bharatiya Janta Party', '11,61,159', '7,81,346', '67.30%',890', '3.20%', ['334', '0', 'Graduate',,,
['393', 'Ongole', '18', 'GEN', 'Andhra Pradesh', 'Sreenivasulu Reddy Magunta', 'Indian National Congress', '10,63,995', '7,95,544', '74.80%',6,021', '13.30%', 'INC', '2',,,
['394', 'Osmanabad', '36', 'GEN', 'Maharashtra', 'Narhire Kalpana Ramesh', 'Shiv Sena', '10,72,645', '6,37,182', '59.40%',649', '0.30%', ['311', '5', '10th Pass',,,
['395', 'Ottapalam', '8', 'GEN', 'Kerala', 'S. Ajaya Kumar', 'Communist Party Of India (MARXIST)', '10,92,142', '8,5,485', '73.80%',410', '8.70%', ['411', '3', '12th Pass',,,
['396', 'Outer Delhi', '3', 'GEN', 'Delhi [1977 Onwards]', 'Sajjan Kumar', 'Indian National Congress', '33,68,399', '15,53,813', '46.10%',23,790', '14.40%', 'INC', '1',,,
['397', 'Outer Manipur', '2', 'ST', 'Manipur', 'Mani Charenamei', 'Independent', '7,95,792', '6,18,984', '77.80%',193', '13.30%', ['274', '0', 'Graduate',,,
['398', 'Padrauna', '36', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Baleshwar Yadav', 'National Loktantrik Party', '15,1,706', '7,90,041', '52.60%',422', '1.10%', ['63', '0', 'Graduate',,,
['399', 'Palamau', '13', 'SC', 'Jharkhand', 'Manoj Kumar', 'Rashtriya Janata Dal', '12,89,313', '6,41,524', '49.80%',144', '8.60%', ['276', '0', 'Graduate',,,
['401', 'Palghat', '7', 'GEN', 'Kerala', 'N. N. Krishnadas', 'Communist Party Of India (MARXIST)', '11,13,144', '8,18,860', '73.60%',158', '12.00%', ['302', '4', 'Graduate',,,
['402', 'Pali', '21', 'GEN', 'Rajasthan', 'Pusp Jain', 'Bharatiya Janta Party', '11,95,737', '5,41,923', '45.30%',238', '11.70%', ['362', '0', 'Graduate Professional',,,
['403', 'Panaji', '1', 'GEN', 'Goa', 'Shripad Yesso Naik', 'Bharatiya Janta Party', '4,25,663', '2,53,904', '59.70%',213', '22.10%', ['438', '0', 'Graduate',,,
['404', 'Pandharpur', '38', 'SC', 'Maharashtra', 'Athawale Ramdas Bandu', 'Republican Party Of India (A)', '12,94,407', '6,88,282', '53.20%',693', '14.50%', ['50', '0', 'Graduate',,,
['406', 'Parbhani', '31', 'GEN', 'Maharashtra', 'Tukaram Ganpatrao Renge Patil', 'Shiv Sena', '11,55,668', '6,75,417', '58.40%',171', '8.30%', ['487', '13', 'Post Graduate',,,
['407', 'Parvathipuram', '2', 'ST', 'Andhra Pradesh', 'Kishore Chandra Suryanarayana Deo Vyricherla', 'Indian National Congress', '8,96,336', '6,60,212', '73.70%',418', '1.10%', ['232', '0', 'Post Graduate',,,
['408', 'Patan', '13', 'GEN', 'Gujarat', 'Kanodia Maheshkumar Mithabhai', 'Bharatiya Janta Party', '11,32,998', '5,38,059', '47.50%',624', '4.40%', ['217', '0', 'Literate',,,
['409', 'Patiala', '8', 'SC', 'Punjab', 'Preneet Kaur', 'Indian National Congress', '14,27,103', '8,74,971', '61.30%',667', '2.70%', ['356', '0', 'Graduate',,,
['410', 'Patna', '32', 'GEN', 'Bihar [2000 Onwards]', 'Ram Kripal Yadav', 'Rashtriya Janata Dal', '17,41,220', '9,1,556', '51.80%',562', '4.30%', ['384', '0', 'Graduate',,,
['411', 'Peddapalli', '36', 'SC', 'Andhra Pradesh', 'G. Venkat Swamy', 'Indian National Congress', '13,86,543', '9,38,802', '67.70%',63,135', '28.00%', 'INC', '0',,,
['412', 'Perambalur', '28', 'GEN', 'Tamil Nadu', 'Raja, A.', 'Dravida Munetra Kazhagam', '9,99,508', '7,5,964', '1,53,333', A.', 'Perambalur',049']],,
['413', 'Periyakulam', '25', 'GEN', 'Tamil Nadu', 'Aaron Rashid J. M.', 'Indian National Congress', '10,56,853', '6,97,773', '66.00%',155', '3.00%', ['6', '0', '10th Pass',,,
['414', 'Phillaur', '5', 'SC', 'Punjab', 'Charanjit Singh Atwal', 'Shiromani Akali Dal', '11,81,507', '7,22,533', '61.20%',884', '13.70%', ['104', '0', 'Graduate Professional',,,
['415', 'Phulbani', '15', 'GEN', 'Orissa', 'Sugrib Singh', 'Biju Janata Dal', '11,83,731', '7,87,239', '66.50%',272', '2.40%', ['455', '0', 'Graduate',,,
['416', 'Phulpur', '51', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Atique Ahamad', 'Samajwadi Party', '14,9,517', '7,55,173', '53.60%',347', '8.50%', ['51', '36', '8th Pass',,,
['417', 'Pilibhit', '9', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Maneka Gandhi', 'Bharatiya Janta Party', '12,85,919', '6,77,095', '52.70%',2,720', '15.20%', 'BJP', '0',,,
['418', 'Pollachi', '21', 'GEN', 'Tamil Nadu', 'Krishnan, Dr. C', 'Marumalarchi Dravida Munnetra Kazhagam', '10,39,279', '6,41,158', '1,20,921', DR. C', 'Pollachi',000']],,
['419', 'Pondicherry', '1', 'GEN', 'Pondicherry', 'Ramadass. M.', 'Pattali Makkal Katchi', '6,36,667', '4,84,316', '76.10%',181', '14.30%', ['386', '0', 'Doctorate',,,
['421', 'Porbandar', '5', 'GEN', 'Gujarat', 'Patel Harilal Madhavjibhai (HARIBHAI PATEL)', 'Bharatiya Janta Party', '9,95,027', '4,90,331', '49.30%',703', '1.20%', ['336', '0', '8th Pass',,,
['423', 'Pudukkottai', '32', 'GEN', 'Tamil Nadu', 'Regupathy, S.', 'Dravida Munetra Kazhagam', '12,34,949', '8,17,046', '1,56,496', S.', 'Pudukkottai',26,075']],
['424', 'Pune', '42', 'SC', 'Maharashtra', 'Kalmadi Suresh', 'Indian National Congress', '16,8,614', '7,68,826', '47.80%',176', '9.50%', ['212', '1', 'Graduate',,,
['425', 'Puri', '8', 'SC', 'Orissa', 'Braja Kishore Tripathy', 'Biju Janata Dal', '12,88,034', '8,88,907', '69.00%',960', '6.90%', ['84', '0', 'Post Graduate',,,
['427', 'Purulia', '34', 'GEN', 'West Bengal', 'Bir Singh Mahato', 'All India Forward Bloc', '9,92,438', '6,94,449', '70.00%',45,718', '21.00%', 'AIFB', '2',,,
['428', 'Quilon', '18', 'GEN', 'Kerala', 'P. Rajendran', 'Communist Party Of India (MARXIST)', '10,31,593', '7,2,390', '68.10%',11,071', '15.80%', 'CPM', '0',,,
['429', 'Rae Bareli', '19', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Sonia Gandhi', 'Indian National Congress', '13,29,169', '6,43,560', '48.40%',49,765', '38.80%', 'INC', '0',,,
['430', 'Raichur', '3', 'GEN', 'Karnataka', 'A.Venkatesh Naik', 'Indian National Congress', '14,13,018', '8,24,732', '58.40%', '0.10%', ['5', 'A.VENKATESH NAIK', '12th Pass', 'RsÂ\xa056,,,
['431', 'Raiganj', '5', 'GEN', 'West Bengal', 'Priya Ranjan Dasmunsi', 'Indian National Congress', '11,47,290', '9,13,637', '79.60%',147', '4.30%', ['357', '0', 'Post Graduate',,,
['432', 'Raigarh', '2', 'ST', 'Chhattisgarh', 'Vishnudeo Sai', 'Bharatiya Janta Party', '10,38,634', '6,48,290', '62.40%',243', '11.50%', ['508', '0', '12th Pass',,,
['433', 'Raipur', '6', 'GEN', 'Chhattisgarh', 'Ramesh Bais', 'Bharatiya Janta Party', '13,70,242', '6,89,427', '50.30%',29,519', '18.80%', 'BJP', '0',,,
['434', 'Rajahmundry', '8', 'GEN', 'Andhra Pradesh', 'Aruna Kumar Vundavalli', 'Indian National Congress', '10,74,223', '8,15,493', '75.90%',48,820', '18.20%', 'INC', '2',,,
['435', 'Rajampet', '22', 'GEN', 'Andhra Pradesh', 'Annayyagari Sai Prathap', 'Indian National Congress', '9,91,369', '6,88,887', '69.50%',085', '11.30%', ['38', '0', '12th Pass',,,
['437', 'Rajgarh', '21', 'SC', 'Madhya Pradesh [2000 Onwards]', 'Lakshman Singh', 'Bharatiya Janta Party', '12,78,429', '5,98,956', '46.90%',712', '6.10%', ['247', '0', 'Graduate',,,
['438', 'Rajkot', '4', 'GEN', 'Gujarat', 'Dr. Kathiria Vallabhbhai Ramjibhai', 'Bharatiya Janta Party', '16,50,135', '5,38,380', '32.60%',43,970', '26.70%', 'BJP', '0',,,
['439', 'Rajmahal', '1', 'ST', 'Jharkhand', 'Hemlal Murmu', 'Jharkhand Mukti Morcha', '10,72,040', '6,91,116', '64.50%',974', '0.40%', ['184', '1', 'Not Given',,,
['440', 'Rajnandgaon', '11', 'ST', 'Chhattisgarh', 'Pradeep Gandhi', 'Bharatiya Janta Party', '11,21,618', '6,64,445', '59.20%',323', '2.20%', ['349', '0', 'Graduate',,,
